Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type,Listening Time (Morning/Afternoon/Night),Discover Weekly Engagement (%),Repeat Song Rate (%)
50,Japan,Amazon Music,Jazz,584,16,Drake,Premium,Night,39.35,37.38
34,UK,YouTube,Country,530,310,Ed Sheeran,Free,Afternoon,33.21,18.58
55,India,Amazon Music,Classical,351,96,Bad Bunny,Premium,Night,16.97,9.06
41,Japan,Apple Music,Metal,17,496,Taylor Swift,Premium,Afternoon,53.97,7.42
35,Germany,Spotify,Jazz,351,107,Dua Lipa,Free,Morning,63.54,71.89
57,UK,Apple Music,Jazz,398,175,Billie Eilish,Premium,Morning,19.61,40.77
18,Germany,Tidal,EDM,350,430,Billie Eilish,Free,Morning,22.4,26.92
27,Canada,Deezer,Jazz,28,493,Drake,Free,Night,79.94,48.96
52,Japan,Amazon Music,Metal,419,97,The Weeknd,Free,Night,74.71,69.63
50,Germany,Deezer,Country,578,473,Adele,Free,Morning,43.25,14.19
42,UK,Amazon Music,R&B,201,52,Adele,Free,Afternoon,48.74,17.29
43,France,Spotify,R&B,12,207,Dua Lipa,Premium,Afternoon,70.23,20.06
28,France,Tidal,Metal,360,162,Adele,Free,Morning,82.09,77.4
28,Brazil,YouTube,Hip-Hop,278,457,Post Malone,Free,Morning,82.65,76.56
15,USA,Apple Music,Pop,594,48,Drake,Free,Night,72.95,25.43
48,Germany,Deezer,Metal,129,348,Adele,Premium,Night,46.8,33.14
53,South Korea,Spotify,Rock,513,146,The Weeknd,Free,Afternoon,82.6,24.46
40,UK,YouTube,Reggae,346,132,Taylor Swift,Free,Night,21.72,58.18
44,UK,Spotify,Reggae,357,416,Bad Bunny,Premium,Morning,47.1,33.7
45,Germany,Amazon Music,EDM,394,150,Post Malone,Premium,Morning,65.78,17.8
14,Australia,Apple Music,Pop,418,471,Dua Lipa,Free,Afternoon,43.77,72.51
46,India,Spotify,Rock,253,105,Billie Eilish,Premium,Night,34.58,76.69
39,India,Deezer,Reggae,187,81,Billie Eilish,Free,Afternoon,36.46,66.16
53,South Korea,Tidal,Jazz,458,15,Post Malone,Premium,Afternoon,66.59,11.99
59,Canada,Deezer,Country,291,270,The Weeknd,Free,Night,71.4,33.53
27,Canada,YouTube,Rock,369,136,Adele,Premium,Morning,75.96,33.83
51,Japan,Apple Music,Rock,55,416,Drake,Free,Night,63.47,64.64
19,Canada,Amazon Music,Classical,36,100,Drake,Premium,Afternoon,32.91,8.0
52,UK,Tidal,Reggae,172,486,Dua Lipa,Free,Afternoon,24.64,49.86
51,India,Tidal,Country,352,436,Bad Bunny,Premium,Afternoon,46.16,41.49
37,Brazil,Deezer,Country,587,264,Bad Bunny,Free,Afternoon,13.34,71.48
53,Brazil,Deezer,Hip-Hop,301,444,Post Malone,Free,Morning,33.24,73.99
27,Canada,Apple Music,Hip-Hop,67,113,Drake,Free,Afternoon,12.49,6.72
23,Australia,Spotify,EDM,446,13,Dua Lipa,Premium,Night,28.85,14.48
20,South Korea,Deezer,Jazz,50,240,Bad Bunny,Premium,Morning,29.45,26.66
25,UK,Deezer,Rock,259,407,Post Malone,Premium,Afternoon,44.5,16.47
52,India,Deezer,Rock,532,98,Drake,Free,Afternoon,61.03,64.79
31,France,Apple Music,R&B,510,438,Taylor Swift,Premium,Night,61.24,24.85
39,Brazil,Amazon Music,Rock,132,217,Post Malone,Free,Afternoon,75.2,42.01
16,Canada,Tidal,Jazz,162,483,Bad Bunny,Premium,Morning,53.84,69.68
36,Canada,Deezer,Metal,538,349,Post Malone,Free,Morning,29.92,10.03
18,Brazil,Tidal,EDM,215,378,Billie Eilish,Free,Morning,77.96,65.73
45,Australia,Apple Music,Classical,230,87,Post Malone,Premium,Morning,84.56,39.05
58,USA,YouTube,Classical,537,311,Adele,Premium,Morning,43.64,47.53
22,Australia,Spotify,Rock,345,415,Post Malone,Free,Night,39.08,25.94
41,Brazil,Tidal,Country,560,213,Post Malone,Free,Night,45.68,69.0
52,Germany,Apple Music,Pop,570,498,Billie Eilish,Premium,Afternoon,13.34,14.9
53,Japan,Spotify,R&B,406,169,Taylor Swift,Free,Afternoon,13.49,33.18
17,Japan,YouTube,Metal,155,483,Adele,Free,Afternoon,44.5,33.81
37,UK,Tidal,Country,501,380,Post Malone,Premium,Night,53.94,66.0
16,USA,Deezer,Country,327,12,Adele,Premium,Night,83.73,26.98
60,Brazil,Deezer,EDM,484,398,Adele,Premium,Afternoon,20.3,52.34
16,USA,Deezer,Metal,256,416,BTS,Premium,Night,76.07,54.23
43,India,Apple Music,Classical,134,151,Adele,Premium,Morning,49.61,51.74
27,Germany,Deezer,Jazz,472,439,Drake,Premium,Morning,68.55,57.04
29,UK,Amazon Music,R&B,589,220,Post Malone,Free,Night,71.56,20.84
59,Brazil,Deezer,Hip-Hop,81,127,Post Malone,Free,Night,49.88,8.37
43,Australia,Apple Music,Classical,120,64,BTS,Premium,Morning,53.51,35.63
33,Brazil,Deezer,Jazz,57,1,Post Malone,Free,Morning,33.77,45.28
21,Canada,Spotify,Jazz,386,205,Taylor Swift,Premium,Afternoon,56.16,31.34
46,Canada,YouTube,Jazz,312,500,Dua Lipa,Free,Morning,54.39,16.18
52,Australia,Tidal,Jazz,568,197,Taylor Swift,Premium,Afternoon,28.28,25.13
58,Japan,YouTube,Pop,502,372,Post Malone,Free,Morning,53.48,60.97
40,USA,Apple Music,Pop,328,171,Dua Lipa,Free,Night,62.16,21.94
36,Brazil,Deezer,Reggae,221,74,Adele,Premium,Night,55.57,58.82
56,South Korea,Tidal,Country,308,148,Ed Sheeran,Free,Morning,56.8,50.16
36,USA,Amazon Music,EDM,499,97,Taylor Swift,Premium,Afternoon,37.64,54.33
55,Japan,Spotify,Hip-Hop,179,80,Ed Sheeran,Premium,Afternoon,26.78,48.0
25,Canada,Amazon Music,Metal,426,68,Adele,Free,Morning,65.98,66.12
32,Australia,Apple Music,Jazz,89,84,Ed Sheeran,Free,Morning,55.85,74.24
33,Japan,Deezer,EDM,419,440,Taylor Swift,Premium,Afternoon,18.06,74.21
26,Brazil,Tidal,EDM,396,70,Ed Sheeran,Free,Afternoon,18.61,48.93
44,Canada,Deezer,Hip-Hop,598,251,The Weeknd,Premium,Afternoon,21.32,40.27
44,France,YouTube,Jazz,571,494,Ed Sheeran,Premium,Afternoon,37.62,39.13
43,Australia,Apple Music,Jazz,464,365,Taylor Swift,Premium,Afternoon,16.27,77.89
52,India,Tidal,R&B,596,412,The Weeknd,Premium,Night,17.65,73.94
33,Germany,Apple Music,EDM,427,424,Taylor Swift,Free,Afternoon,81.76,5.46
38,Canada,YouTube,Reggae,201,377,Adele,Free,Morning,10.06,33.47
60,Japan,Deezer,Rock,402,109,Post Malone,Free,Morning,62.29,54.93
51,Brazil,Amazon Music,Metal,72,396,Billie Eilish,Premium,Morning,18.99,17.29
46,Australia,Amazon Music,Hip-Hop,275,160,Drake,Free,Night,89.6,38.35
57,UK,Spotify,EDM,188,2,BTS,Free,Night,16.92,46.99
15,UK,YouTube,Country,409,498,Bad Bunny,Free,Night,38.55,36.95
17,Australia,Spotify,Jazz,422,140,Dua Lipa,Premium,Morning,83.27,72.41
56,France,Amazon Music,Rock,263,472,Ed Sheeran,Free,Morning,61.54,28.58
17,South Korea,Apple Music,Pop,590,171,Bad Bunny,Premium,Night,27.74,32.03
17,Canada,YouTube,Country,333,485,Taylor Swift,Premium,Night,26.47,19.26
16,Canada,YouTube,Hip-Hop,570,389,Dua Lipa,Premium,Afternoon,58.76,54.02
22,Japan,Apple Music,Metal,415,228,Ed Sheeran,Premium,Morning,45.31,55.95
16,Germany,Deezer,R&B,547,454,Adele,Free,Morning,47.72,42.52
56,France,Deezer,EDM,320,299,BTS,Premium,Night,63.94,8.91
18,India,Apple Music,Jazz,284,262,Dua Lipa,Premium,Afternoon,74.21,27.41
59,Australia,Spotify,EDM,222,98,Adele,Free,Afternoon,66.21,29.37
22,India,Deezer,Classical,322,456,BTS,Premium,Night,63.44,43.03
50,Brazil,Spotify,Hip-Hop,563,432,BTS,Premium,Night,30.19,73.13
27,Germany,Spotify,Pop,599,218,Dua Lipa,Premium,Night,73.02,41.38
57,Brazil,Spotify,Hip-Hop,441,179,Drake,Premium,Morning,58.89,76.97
47,Brazil,Tidal,Hip-Hop,272,90,Taylor Swift,Free,Night,76.89,69.21
60,Brazil,Deezer,R&B,127,38,BTS,Free,Afternoon,27.56,22.05
38,Canada,Apple Music,R&B,467,331,BTS,Free,Night,72.68,52.44
58,Canada,Tidal,Reggae,219,170,Bad Bunny,Free,Morning,44.24,37.49
22,Canada,Apple Music,Hip-Hop,147,416,Dua Lipa,Free,Morning,86.61,39.57
30,France,Tidal,Country,75,411,Adele,Free,Afternoon,43.96,34.02
25,France,Amazon Music,Rock,599,121,Dua Lipa,Premium,Night,42.48,64.71
40,Japan,YouTube,Hip-Hop,421,318,BTS,Free,Afternoon,56.48,63.98
40,Germany,Amazon Music,Hip-Hop,85,490,The Weeknd,Free,Night,27.45,45.82
29,USA,Tidal,Jazz,469,437,Taylor Swift,Free,Afternoon,32.95,64.47
36,UK,Amazon Music,Classical,476,355,Adele,Premium,Morning,72.99,6.74
26,Germany,YouTube,Reggae,216,93,Ed Sheeran,Free,Morning,89.29,12.87
22,Canada,Spotify,Metal,505,148,Drake,Free,Morning,87.78,55.55
13,Brazil,YouTube,Hip-Hop,234,72,Billie Eilish,Free,Night,70.1,41.6
26,South Korea,YouTube,EDM,336,247,The Weeknd,Premium,Afternoon,11.7,39.32
48,USA,Tidal,Reggae,148,58,The Weeknd,Premium,Morning,41.66,47.29
38,Canada,Spotify,Reggae,44,77,The Weeknd,Free,Night,40.96,49.79
47,UK,Apple Music,Classical,442,263,Bad Bunny,Premium,Morning,89.74,44.77
14,Australia,Spotify,Rock,207,484,Billie Eilish,Free,Afternoon,85.84,51.9
31,Brazil,YouTube,Pop,486,140,Bad Bunny,Free,Afternoon,64.03,50.66
37,South Korea,YouTube,R&B,599,70,Ed Sheeran,Free,Morning,74.32,75.69
54,Canada,YouTube,R&B,207,62,BTS,Free,Afternoon,42.19,64.41
13,Germany,Tidal,Pop,527,264,BTS,Free,Morning,66.15,36.19
46,UK,Apple Music,Jazz,581,151,Bad Bunny,Free,Afternoon,67.64,34.92
53,South Korea,Amazon Music,Pop,264,270,Billie Eilish,Free,Morning,85.79,37.3
38,Brazil,YouTube,Classical,570,70,Bad Bunny,Free,Morning,76.2,56.5
56,France,Apple Music,Metal,327,282,Dua Lipa,Premium,Night,12.89,65.06
20,France,Spotify,Jazz,395,381,The Weeknd,Free,Night,49.46,15.36
40,Australia,Amazon Music,R&B,598,136,Adele,Premium,Morning,52.28,5.28
16,UK,Apple Music,Classical,212,425,Ed Sheeran,Free,Night,60.61,32.01
60,South Korea,Spotify,Hip-Hop,449,145,The Weeknd,Free,Morning,42.92,32.51
29,USA,YouTube,Hip-Hop,491,43,Post Malone,Free,Afternoon,34.62,9.65
22,South Korea,Amazon Music,R&B,449,148,Post Malone,Free,Night,60.74,74.31
23,France,Tidal,Rock,185,369,The Weeknd,Free,Afternoon,88.68,52.11
42,India,Tidal,Jazz,54,234,Billie Eilish,Premium,Morning,23.53,59.56
14,UK,Amazon Music,Country,51,424,Bad Bunny,Free,Morning,59.28,66.16
34,USA,Apple Music,Country,40,357,Dua Lipa,Premium,Night,61.99,35.35
47,Australia,Apple Music,R&B,248,153,Ed Sheeran,Premium,Night,51.52,10.03
40,USA,Apple Music,Reggae,298,431,Drake,Premium,Night,25.47,15.16
53,Germany,Apple Music,EDM,129,473,Taylor Swift,Free,Night,78.5,50.25
23,Germany,Amazon Music,Hip-Hop,600,101,The Weeknd,Free,Afternoon,30.84,72.32
55,Germany,Apple Music,R&B,566,63,Billie Eilish,Free,Morning,68.78,13.62
53,UK,Deezer,Pop,152,348,Billie Eilish,Premium,Afternoon,40.52,17.78
59,France,Apple Music,Reggae,264,351,The Weeknd,Premium,Morning,83.31,61.35
33,Australia,Apple Music,EDM,58,417,Post Malone,Premium,Afternoon,87.41,44.49
58,Canada,Amazon Music,Metal,270,23,Adele,Premium,Afternoon,19.86,18.3
45,Japan,Apple Music,Metal,523,393,BTS,Premium,Night,25.98,76.03
35,India,Deezer,R&B,206,438,The Weeknd,Free,Afternoon,71.63,10.74
56,UK,Deezer,Jazz,346,98,Dua Lipa,Premium,Afternoon,12.59,61.31
42,Canada,YouTube,Rock,162,301,Ed Sheeran,Free,Morning,83.48,31.33
60,UK,Amazon Music,R&B,420,419,The Weeknd,Premium,Afternoon,61.02,66.75
27,Germany,Deezer,Classical,360,219,Post Malone,Premium,Night,63.36,21.15
55,Australia,Amazon Music,Classical,222,444,Dua Lipa,Premium,Night,56.49,44.17
30,UK,Deezer,Metal,141,81,Dua Lipa,Premium,Night,14.74,51.26
30,Brazil,Apple Music,EDM,471,389,Bad Bunny,Free,Afternoon,48.96,73.08
16,Canada,Apple Music,Pop,289,77,Bad Bunny,Free,Afternoon,52.08,25.8
21,UK,Deezer,Metal,555,443,Drake,Free,Night,69.26,44.66
38,France,Amazon Music,Jazz,334,246,Billie Eilish,Premium,Afternoon,10.67,26.65
32,Australia,Apple Music,Metal,384,338,Bad Bunny,Free,Afternoon,20.37,51.14
28,Canada,Apple Music,Metal,293,269,The Weeknd,Free,Afternoon,27.74,69.21
14,Brazil,Tidal,R&B,276,106,The Weeknd,Free,Night,68.8,8.68
29,Japan,Deezer,Reggae,310,18,Bad Bunny,Premium,Night,12.6,25.65
25,Japan,Tidal,R&B,448,256,Post Malone,Free,Afternoon,17.52,74.12
14,India,Tidal,Reggae,212,437,Dua Lipa,Premium,Afternoon,77.7,5.42
16,USA,Tidal,Classical,163,359,Adele,Premium,Afternoon,23.79,19.95
51,India,Deezer,Country,89,290,Ed Sheeran,Premium,Morning,72.9,42.98
60,UK,Spotify,R&B,553,449,Bad Bunny,Free,Night,68.77,66.04
16,Germany,Deezer,Classical,151,19,Adele,Premium,Morning,26.6,54.9
25,France,Spotify,Classical,87,57,Bad Bunny,Premium,Night,76.39,69.5
24,Germany,YouTube,Jazz,225,409,Billie Eilish,Premium,Afternoon,28.93,57.21
27,UK,Tidal,R&B,56,491,Ed Sheeran,Premium,Afternoon,37.82,75.78
54,France,Tidal,Rock,590,139,BTS,Premium,Afternoon,54.69,52.54
34,France,YouTube,Classical,217,72,Billie Eilish,Premium,Night,49.71,49.76
60,France,Spotify,R&B,320,177,Dua Lipa,Premium,Morning,12.3,63.64
50,South Korea,Spotify,Hip-Hop,143,378,Dua Lipa,Premium,Morning,36.97,24.05
50,Germany,Tidal,Classical,420,25,Adele,Premium,Morning,14.42,45.89
22,Japan,Apple Music,Country,359,111,Taylor Swift,Premium,Afternoon,43.19,42.82
51,Canada,Amazon Music,EDM,60,195,Drake,Premium,Afternoon,22.74,30.0
20,Japan,Amazon Music,EDM,74,347,Drake,Premium,Morning,55.76,59.95
39,South Korea,Spotify,Pop,445,136,Post Malone,Free,Afternoon,72.01,32.71
45,South Korea,Amazon Music,Pop,503,235,Billie Eilish,Free,Afternoon,61.38,44.54
52,India,YouTube,Reggae,43,472,Taylor Swift,Premium,Night,54.57,14.87
26,France,YouTube,Metal,371,372,Ed Sheeran,Free,Afternoon,20.54,31.93
48,Germany,Tidal,Hip-Hop,580,238,Adele,Free,Afternoon,87.57,17.47
40,UK,Tidal,Metal,255,457,Ed Sheeran,Premium,Afternoon,63.13,43.98
49,Canada,Tidal,Pop,199,118,Dua Lipa,Premium,Night,36.99,51.49
36,Japan,Spotify,Country,440,271,BTS,Free,Afternoon,30.55,67.5
57,France,Tidal,Metal,165,246,Drake,Free,Morning,43.04,63.76
27,South Korea,Deezer,Jazz,355,46,The Weeknd,Premium,Afternoon,51.13,76.18
39,India,Deezer,Rock,584,212,BTS,Free,Afternoon,87.51,75.16
18,Japan,Apple Music,EDM,115,475,BTS,Free,Afternoon,27.32,76.42
16,France,Apple Music,Pop,459,18,Billie Eilish,Free,Night,57.52,70.47
18,India,Tidal,Classical,340,293,Billie Eilish,Free,Afternoon,23.17,75.29
51,France,Apple Music,Classical,495,347,Billie Eilish,Premium,Afternoon,43.23,26.19
56,Australia,YouTube,Country,229,201,The Weeknd,Premium,Morning,87.23,23.84
22,Canada,Amazon Music,EDM,361,477,Taylor Swift,Free,Night,25.4,57.26
52,USA,Deezer,Hip-Hop,200,44,Billie Eilish,Premium,Night,14.84,52.91
19,India,YouTube,Classical,413,249,Taylor Swift,Premium,Night,23.25,7.98
50,India,Deezer,Country,208,122,Dua Lipa,Free,Morning,71.99,22.97
39,Germany,Apple Music,Pop,250,219,Post Malone,Premium,Night,17.27,53.63
60,Japan,Tidal,Hip-Hop,376,278,The Weeknd,Free,Morning,40.15,76.8
54,India,Spotify,Classical,420,96,Ed Sheeran,Free,Morning,44.35,56.94
30,UK,Spotify,Country,564,217,Taylor Swift,Free,Morning,86.18,58.16
38,Japan,YouTube,Pop,374,303,Drake,Free,Afternoon,18.34,68.9
36,Brazil,Tidal,Rock,544,423,Dua Lipa,Premium,Night,48.51,9.76
36,Canada,Deezer,Jazz,276,100,Taylor Swift,Premium,Afternoon,48.55,9.82
39,South Korea,Tidal,Metal,431,248,Billie Eilish,Free,Afternoon,71.82,24.42
29,South Korea,Spotify,Country,33,354,Billie Eilish,Free,Morning,14.05,31.89
51,Japan,Spotify,Jazz,235,35,Dua Lipa,Free,Night,71.24,73.42
47,Canada,Tidal,Hip-Hop,31,362,Adele,Premium,Night,56.69,35.61
15,France,Deezer,Reggae,587,228,Adele,Premium,Morning,65.44,43.03
56,Japan,Amazon Music,Reggae,397,394,Ed Sheeran,Free,Afternoon,36.84,36.48
24,Canada,YouTube,Metal,486,130,Post Malone,Free,Afternoon,82.89,6.14
49,Japan,Spotify,Pop,35,299,Post Malone,Premium,Afternoon,42.53,60.55
49,UK,Tidal,Metal,536,383,The Weeknd,Free,Night,21.62,73.32
47,France,YouTube,Rock,320,166,Post Malone,Premium,Morning,80.3,64.8
50,USA,Apple Music,Jazz,239,469,Ed Sheeran,Free,Night,32.67,31.91
58,South Korea,Tidal,Rock,560,465,Drake,Free,Night,80.75,73.95
37,Brazil,Deezer,Pop,29,365,Billie Eilish,Free,Night,87.65,21.89
18,Australia,Tidal,Jazz,554,113,Taylor Swift,Free,Night,43.82,20.08
30,South Korea,YouTube,Classical,223,262,BTS,Free,Morning,46.23,54.83
50,Brazil,YouTube,Jazz,156,416,Drake,Free,Morning,80.42,75.73
29,Germany,Deezer,Pop,437,168,Billie Eilish,Free,Afternoon,79.41,48.48
38,Japan,Amazon Music,R&B,44,286,BTS,Free,Morning,89.1,16.02
19,USA,Apple Music,R&B,433,159,Drake,Premium,Afternoon,72.93,7.29
35,Australia,Apple Music,EDM,249,178,Dua Lipa,Free,Afternoon,34.56,19.68
52,Germany,Tidal,Pop,159,415,Billie Eilish,Premium,Afternoon,13.28,44.58
17,France,Spotify,Rock,474,265,Dua Lipa,Premium,Morning,57.81,73.35
46,France,Tidal,Hip-Hop,450,313,Dua Lipa,Premium,Morning,86.07,40.8
60,Germany,Tidal,Jazz,212,483,BTS,Premium,Night,54.84,15.11
43,Australia,YouTube,Country,600,240,Ed Sheeran,Premium,Morning,59.14,67.22
29,USA,Deezer,Metal,450,12,Ed Sheeran,Premium,Morning,60.39,14.44
28,USA,YouTube,Jazz,513,473,Drake,Premium,Afternoon,46.97,52.04
41,India,Apple Music,R&B,333,337,Dua Lipa,Free,Morning,19.59,70.47
48,South Korea,YouTube,Reggae,385,320,Ed Sheeran,Premium,Morning,62.8,72.31
20,Japan,YouTube,Pop,118,214,BTS,Free,Night,81.7,59.89
24,India,Spotify,Country,557,461,BTS,Free,Morning,48.8,25.82
58,Japan,Amazon Music,Country,538,21,Bad Bunny,Premium,Afternoon,17.2,16.85
56,France,Deezer,Jazz,511,119,BTS,Premium,Afternoon,36.14,28.58
49,Brazil,Deezer,Country,125,160,Dua Lipa,Premium,Afternoon,29.85,33.78
42,Germany,Tidal,Pop,68,248,Taylor Swift,Premium,Night,25.25,24.24
13,USA,Deezer,Classical,483,14,Bad Bunny,Premium,Morning,33.94,73.68
44,Australia,YouTube,Jazz,436,277,Ed Sheeran,Premium,Morning,32.07,14.77
53,Australia,YouTube,Reggae,446,344,Dua Lipa,Free,Morning,76.84,16.4
17,USA,Amazon Music,Classical,280,389,Post Malone,Free,Morning,42.24,44.78
49,Brazil,YouTube,R&B,383,83,Bad Bunny,Free,Night,71.4,57.36
40,Canada,Tidal,Rock,220,274,The Weeknd,Free,Morning,59.41,79.7
17,Brazil,Deezer,Hip-Hop,542,296,Bad Bunny,Premium,Afternoon,88.64,5.2
50,USA,Deezer,Metal,392,259,Drake,Premium,Night,75.37,61.57
45,UK,Apple Music,Jazz,589,390,The Weeknd,Premium,Night,50.01,36.65
44,USA,YouTube,Pop,405,196,BTS,Premium,Morning,64.46,45.44
57,South Korea,Tidal,R&B,87,275,Ed Sheeran,Free,Night,15.94,27.58
32,USA,Deezer,Classical,11,302,Taylor Swift,Premium,Night,77.49,74.72
51,Germany,Spotify,Classical,507,401,Taylor Swift,Premium,Morning,71.19,13.44
13,Australia,Amazon Music,Country,31,354,Bad Bunny,Free,Morning,25.42,72.64
19,South Korea,Deezer,R&B,101,407,BTS,Free,Morning,53.48,22.66
15,Japan,YouTube,Pop,186,149,Ed Sheeran,Free,Morning,54.95,7.73
40,USA,Deezer,Metal,519,368,Adele,Free,Morning,20.87,62.12
53,Australia,Tidal,Classical,29,434,Adele,Premium,Night,11.11,64.79
59,Australia,Tidal,R&B,105,448,BTS,Free,Night,41.77,72.27
57,Germany,Deezer,Reggae,316,452,Drake,Free,Morning,38.36,31.39
15,UK,Amazon Music,Jazz,276,53,Ed Sheeran,Free,Night,87.23,38.76
43,UK,Deezer,Rock,38,86,Adele,Free,Morning,19.66,72.99
56,France,Apple Music,Hip-Hop,338,497,Post Malone,Premium,Night,82.79,9.62
60,USA,Tidal,Reggae,339,294,The Weeknd,Premium,Morning,16.86,50.76
59,USA,Tidal,Pop,476,198,Ed Sheeran,Free,Night,58.36,13.84
25,UK,Amazon Music,Jazz,309,481,Billie Eilish,Free,Night,69.84,48.0
13,UK,Tidal,Rock,14,361,Taylor Swift,Premium,Afternoon,79.41,5.25
41,Canada,Apple Music,EDM,568,439,Post Malone,Premium,Night,47.47,13.02
56,Japan,Spotify,Rock,431,200,Post Malone,Free,Morning,18.29,17.74
53,Canada,YouTube,Country,143,323,Taylor Swift,Free,Afternoon,77.63,40.43
26,USA,Spotify,Rock,144,14,The Weeknd,Free,Night,59.59,64.9
51,Japan,Amazon Music,EDM,431,26,The Weeknd,Premium,Morning,10.46,37.22
16,Germany,YouTube,Metal,577,279,Ed Sheeran,Premium,Night,86.95,23.49
42,South Korea,Deezer,Metal,458,306,Bad Bunny,Premium,Morning,38.14,6.07
18,India,Spotify,Pop,85,214,Post Malone,Premium,Night,72.49,48.7
13,South Korea,Tidal,Country,83,461,BTS,Premium,Afternoon,87.53,59.96
38,UK,Deezer,Metal,99,80,The Weeknd,Premium,Night,54.04,20.32
49,Japan,Tidal,EDM,538,64,Billie Eilish,Premium,Morning,63.24,66.42
18,Brazil,Amazon Music,EDM,26,270,Drake,Premium,Night,47.85,72.36
36,Canada,Deezer,Jazz,504,6,The Weeknd,Premium,Night,86.98,46.34
44,India,Amazon Music,Metal,195,29,Dua Lipa,Free,Morning,88.21,7.2
23,India,Tidal,Hip-Hop,166,293,Billie Eilish,Free,Morning,40.41,25.3
19,USA,YouTube,EDM,396,204,Drake,Free,Afternoon,53.54,78.08
56,Canada,Amazon Music,Hip-Hop,377,381,Bad Bunny,Premium,Afternoon,21.82,34.95
15,Japan,YouTube,EDM,242,99,Adele,Premium,Night,29.34,39.78
50,Australia,Deezer,Metal,368,325,Billie Eilish,Free,Morning,17.04,13.71
40,Germany,Amazon Music,Rock,403,350,Drake,Free,Afternoon,76.09,65.42
44,Brazil,Deezer,Hip-Hop,355,316,The Weeknd,Premium,Morning,12.54,52.68
23,Brazil,Spotify,Rock,44,113,Bad Bunny,Premium,Afternoon,77.29,69.71
36,Canada,YouTube,Jazz,296,93,Ed Sheeran,Free,Night,35.72,47.54
30,Germany,Amazon Music,Pop,521,235,BTS,Free,Night,36.77,67.78
19,Australia,YouTube,Jazz,312,72,Bad Bunny,Free,Morning,35.63,18.94
19,India,YouTube,Metal,118,236,Ed Sheeran,Premium,Night,89.79,44.22
57,Australia,Tidal,EDM,570,71,BTS,Premium,Afternoon,78.83,59.12
41,South Korea,Amazon Music,Pop,77,380,The Weeknd,Free,Night,24.4,9.34
52,Germany,Tidal,R&B,484,430,Ed Sheeran,Premium,Morning,80.44,60.96
54,USA,Apple Music,Pop,286,79,The Weeknd,Premium,Afternoon,77.86,41.47
42,Brazil,Amazon Music,Country,518,167,Taylor Swift,Free,Morning,35.69,33.64
22,Canada,Amazon Music,Jazz,574,307,Dua Lipa,Premium,Night,14.79,42.68
29,France,Spotify,R&B,265,359,Billie Eilish,Free,Night,88.0,60.35
27,India,Deezer,Pop,352,346,Drake,Premium,Afternoon,83.51,44.42
22,Australia,Tidal,Reggae,122,408,Post Malone,Free,Night,89.96,12.14
40,UK,YouTube,Reggae,573,220,Ed Sheeran,Premium,Night,30.82,35.67
24,Canada,Spotify,Hip-Hop,321,373,Ed Sheeran,Premium,Night,71.83,28.7
54,UK,Spotify,Reggae,145,316,Dua Lipa,Free,Night,49.71,35.1
36,Brazil,Apple Music,Jazz,149,338,Ed Sheeran,Free,Morning,12.64,22.67
43,UK,Apple Music,Rock,448,446,Ed Sheeran,Free,Afternoon,56.45,73.22
49,India,Amazon Music,Reggae,518,7,Billie Eilish,Premium,Afternoon,43.73,34.06
17,South Korea,Tidal,Jazz,170,226,BTS,Premium,Morning,20.66,66.0
49,South Korea,Spotify,Rock,502,220,Dua Lipa,Free,Afternoon,76.29,79.42
46,Germany,Deezer,Pop,223,291,Ed Sheeran,Free,Morning,89.83,68.89
47,USA,Spotify,Jazz,344,70,Ed Sheeran,Free,Afternoon,66.0,32.41
16,Canada,Apple Music,Pop,439,231,Billie Eilish,Free,Afternoon,47.69,57.12
60,Canada,Tidal,Metal,192,271,Bad Bunny,Free,Night,49.83,67.56
44,Australia,Tidal,Pop,559,280,Post Malone,Free,Afternoon,24.14,56.76
52,India,Spotify,Metal,336,161,BTS,Free,Morning,54.06,55.7
59,Brazil,Tidal,Classical,17,397,BTS,Free,Morning,66.05,13.91
19,UK,Apple Music,Hip-Hop,424,454,Ed Sheeran,Premium,Night,71.41,75.31
30,India,Apple Music,Jazz,168,235,The Weeknd,Premium,Night,87.68,67.16
50,Canada,Amazon Music,Pop,280,102,Taylor Swift,Free,Morning,39.31,20.88
25,Germany,Apple Music,Rock,385,482,Ed Sheeran,Free,Afternoon,76.66,10.94
45,South Korea,Apple Music,Metal,116,421,Taylor Swift,Free,Afternoon,62.7,76.05
30,Japan,Tidal,Country,504,249,Ed Sheeran,Premium,Afternoon,41.37,32.86
49,Germany,Amazon Music,Metal,526,71,The Weeknd,Premium,Afternoon,40.53,78.09
38,Germany,Deezer,Jazz,13,88,Bad Bunny,Premium,Afternoon,20.92,54.85
52,Brazil,Apple Music,Country,106,388,Billie Eilish,Free,Night,37.32,79.01
17,USA,YouTube,Classical,590,493,The Weeknd,Free,Night,79.61,38.93
19,Brazil,Amazon Music,EDM,283,191,Taylor Swift,Premium,Night,76.2,43.86
60,Japan,Tidal,EDM,595,109,Billie Eilish,Premium,Afternoon,25.91,78.51
